index,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS분야,과정
178,전자상거래 디자인 양성(오픈마켓&쇼핑몰창업),이노직업전문학교,50,1123800,20,38.7,38.0,08_문화 예술 디자인 방송,쇼핑몰
179,"광고홍보콘텐츠제작(포토샵, 일러스트, 프리미어, 에프터이펙트)",이젠아카데미,56,1620060,20,60.5,26.0,08_문화 예술 디자인 방송,포토샵
180,"3D에코실내건축디자인(캐드,맥스,인테리어)",이젠컴퓨터아트서비스학원,120,3371400,20,65.2,22.0,08_문화 예술 디자인 방송,
181,시각디자인(일러스트&포토샵),더조은퍼스트컴퓨터바리스타학원,25,561900,20,35.2,29.0,08_문화 예술 디자인 방송,포토샵
182,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,35.0,08_문화 예술 디자인 방송,포토샵
183,"디지털웹디자인&웹퍼블리셔(일러스트, 포토샵, 웹표준,HTML5, 자바스크립트)",그린컴퓨터아카데미 성남,108,4214250,20,71.8,26.0,08_문화 예술 디자인 방송,웹디자인
184,웹디자인(웹퍼블리셔)프론트앤드실무자양성,더조은컴퓨터학원,105,4270440,25,70.6,26.0,08_문화 예술 디자인 방송,웹디자인
185,"디지털(그래픽,웹,앱,모바일)디자인 실무자 양성과정",삼성직업전문학교,109,4270440,25,71.2,34.0,08_문화 예술 디자인 방송,
186,그래픽디자인자격증취득(GTQ-포토샵1/일러스트1급/인디자인1급 ),크린컴퓨터학원,47,872340,10,35.6,,08_문화 예술 디자인 방송,포토샵
187,"게임그래픽 디자이너 양성과정 (2D원화,UI,3D)",(주)하우온라인게임스쿨,140,5420970,20,42.0,25.0,08_문화 예술 디자인 방송,게임
188,디지털디자인[포토샵/일러스트레이터]초급자 양성,디앤디컴퓨터학원,40,899040,20,50.0,,08_문화 예술 디자인 방송,포토샵
189,방송콘텐츠제작,서울방송아카데미,108,4037680,22,62.5,29.0,08_문화 예술 디자인 방송,
190,"시각디자인(일러스트, 포토샵, 인디자인, 옥외광고, 포트폴리오) 양성과정",그린컴퓨터아트학원,85,3820920,20,90.0,22.0,08_문화 예술 디자인 방송,포토샵
191,[일반고특화]웹디자인/웹퍼블리셔(반응형UI/UX디자인) 양성과정,안산 그린컴퓨터아카데미,153,6547380,20,76.6,,08_문화 예술 디자인 방송,웹디자인
192,"사진기능사자격증 취득 및 인물,제품사진촬영 및 리터칭과정",서울사진미디어컴퓨터학원,75,2003700,14,43.4,32.0,08_문화 예술 디자인 방송,
193,"시각출판편집디자인(옥외광고, 일러스트,포토샵, 인디자인) 양성과정 J-2",그린컴퓨터아카데미 부산,103,3820920,20,63.4,24.0,08_문화 예술 디자인 방송,포토샵
194,디지털디자인(스마트기기UX&UI디자인),노동부지정캠퍼스디자인직업전문학교,129,4832340,24,55.8,38.0,08_문화 예술 디자인 방송,디지털디자인
195,디지털웹디자인양성과정(웹콘텐츠제작),이음컴퓨터디자인학원,58,1629510,10,28.0,,08_문화 예술 디자인 방송,웹디자인
196,"멀티미디어 영상콘텐츠제작(프리미어,에펙,영상편집) A",이젠아카데미평생교육원,105,5234040,20,85.0,26.0,08_문화 예술 디자인 방송,멀티미디어
197,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,34.0,08_문화 예술 디자인 방송,포토샵
198,IT기기 활용을 위한 e-Book과 app-Book,사단법인 한국에듀테크산업협회,28,62370,500,33.3,31.0,08_문화 예술 디자인 방송,
199,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,,08_문화 예술 디자인 방송,빅데이터
200,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,35.0,08_문화 예술 디자인 방송,포토샵
201,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25.0,,08_문화 예술 디자인 방송,
202,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정",이젠아카데미,20,561900,20,48.0,26.0,08_문화 예술 디자인 방송,포토샵
203,"제품디자인 및 3D프린팅 제품설계제작(캐드,CAD,인벤터,MAX,포토샵)",(주)울산KH정보교육원,88,3933300,23,60.5,26.0,08_문화 예술 디자인 방송,포토샵
204,"디지털디자인_(웹디자인, 웹퍼블리셔) 양성과정 B",그린컴퓨터아트학원,103,4270440,20,76.9,25.0,08_문화 예술 디자인 방송,웹디자인
205,반응형UIUX 웹디자인(웹퍼블리셔),라인컴퓨터아트학원,93,3933300,30,58.3,23.0,08_문화 예술 디자인 방송,웹디자인
206,코딩을 활용한 디지털웹디자인(UI&UX),이젠컴퓨터아트서비스학원,120,3371400,20,65.2,29.0,08_문화 예술 디자인 방송,웹디자인
207,"[과정평가형] 실내건축산업기사 취득 과정 (인테리어, 캐드(CAD), 맥스(MAX)) A",강남 그린컴퓨터아카데미,115,4832000,30,66.0,28.0,08_문화 예술 디자인 방송,
208,"웹디자인(웹퍼블리셔)양성과정(포토,일러,Html5,CSS)",부산더조은직업전문학교,40,1123800,20,43.8,25.0,08_문화 예술 디자인 방송,웹디자인
209,"광고콘텐츠영상제작(프리미어,애펙)+유튜브크리에이터",레브아트컴퓨터학원,69,1869300,20,36.4,32.0,08_문화 예술 디자인 방송,유튜브
210,시각디자인(옥외광고디자인),목포국제직업전문학교,113,3820920,20,50.0,31.0,08_문화 예술 디자인 방송,시각디자인
211,모바일 앱 & 웹디자인(웹퍼블리셔) A,이젠컴퓨터아트학원,88,3933300,20,73.8,25.0,08_문화 예술 디자인 방송,웹디자인
212,3D 디자인설계 전문가 양성 (CAD/인벤터/포토샵/일러스트/3D프린터),라인아트그래픽디자인학원,100,3371400,12,57.1,26.0,08_문화 예술 디자인 방송,3D프린터
213,멀티미디어광고홍보콘텐츠제작B,방송정보국제교육원,108,5296350,25,70.9,25.0,08_문화 예술 디자인 방송,멀티미디어
214,시각디자인(일러스트&포토샵),더조은퍼스트컴퓨터바리스타학원,25,561900,20,35.2,31.0,08_문화 예술 디자인 방송,포토샵
215,디지털디자인(웹퍼블리셔)양성,(주)강림직업전문학교,120,4719960,30,81.8,23.0,08_문화 예술 디자인 방송,디지털디자인
216,게임 밸런스 기획자 양성과정,서울게임아트학원,120,2243160,17,51.1,26.0,08_문화 예술 디자인 방송,게임
217,방송영상콘텐츠제작(기획/촬영/편집/모션그래픽),방송정보국제교육원,122,5981760,30,70.9,24.0,08_문화 예술 디자인 방송,영상
218,웹퍼블리셔(UI/UX 웹디자인)입문과정,노원 그린컴퓨터아카데미,58,1629510,20,53.8,27.0,08_문화 예술 디자인 방송,웹디자인
219,반응형웹디자인(웹퍼블리셔)UI/UX 프론트앤드 양성과정,더조은컴퓨터아트학원,95,4275700,20,59.3,25.0,08_문화 예술 디자인 방송,웹디자인
220,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,27.0,08_문화 예술 디자인 방송,포토샵
221,"디지털 영상편집 (프리미어, 애프터이팩트) 취업전문과정",그린컴퓨터아트학원,58,1629510,20,61.5,31.0,08_문화 예술 디자인 방송,영상
222,디지털(UI/UX/웹/그래픽)디자인 실무자 양성과정-A,(주)울산KH정보교육원,95,4270440,20,60.5,26.0,08_문화 예술 디자인 방송,
223,(과정평가형 자격)웹디자인기능사 취득과정 A (웹퍼블리셔 양성과정),그린컴퓨터아카데미 부산,76,3539400,20,63.4,24.0,08_문화 예술 디자인 방송,웹디자인
224,"시각디자인-(일러스트, 포토샵, 인디자인, 옥외광고)디자이너 양성과정",그린컴퓨터아트학원,98,3371400,20,51.3,23.0,08_문화 예술 디자인 방송,포토샵
225,게임기획 및 그래픽 전문가 양성과정,시드학원,162,5047110,20,52.1,24.0,08_문화 예술 디자인 방송,게임
226,"[과정평가형]웹디자인기능사(웹퍼블리셔, HTML, CSS, Javascript, Jquey) A",이젠아카데미,75,3539400,20,66.7,25.0,08_문화 예술 디자인 방송,웹디자인
227,"인테리어환경디자인설계(캐드,MAX,스케치업,실내건축) L",그린컴퓨터아카데미 부산,102,4551390,20,63.4,24.0,08_문화 예술 디자인 방송,
228,"영상편집&모션그래픽제작(프리미어,에프터이펙트,3D) A",이젠아카데미,106,5109420,20,53.5,24.0,08_문화 예술 디자인 방송,영상
229,"멀티미디어콘텐츠(촬영, 영상편집, 모션그래픽, UI/UX 디자인)제작 양성 A2",(재)한국아이티교육재단 한국IT아카데미 구로,108,5296350,20,69.5,24.0,08_문화 예술 디자인 방송,멀티미디어
230,반응형 웹[앱] 디자이너 양성과정,(주)미래산업교육원 북부직업전문학교,86,3315690,20,57.1,28.0,08_문화 예술 디자인 방송,
231,웹&모바일 앱디자인 퍼블리셔,세잔직업전문학교,109,4270440,20,53.1,24.0,08_문화 예술 디자인 방송,
232,"GTQ자격증(포토샵,일러스트)-시각디자인",주식회사 이젠컴퓨터아카데미,28,786660,20,60.4,26.0,08_문화 예술 디자인 방송,포토샵
233,반응형 웹디자인 양성과정,국제직업전문학교,121,4270440,30,69.4,25.0,08_문화 예술 디자인 방송,웹디자인
234,웹&앱 UI/UX 웹디자인 실무,이젠컴퓨터학원,75,3371400,20,64.3,26.0,08_문화 예술 디자인 방송,웹디자인
235,스마트 UX/UI 웹디자인,인천직업전문학교,86,3371400,20,63.8,25.0,08_문화 예술 디자인 방송,웹디자인
236,웹 & 앱 UI/UX 웹디자인 실무,이젠아카데미평생교육원,75,3371400,20,83.9,23.0,08_문화 예술 디자인 방송,웹디자인
237,"멀티미디어콘텐츠제작&영상편집(프리미어,에프터이펙트,시네마4D)실무과정",그린컴퓨터아트학원,121,4984800,20,33.3,26.0,08_문화 예술 디자인 방송,멀티미디어
238,"디지털편집디자인(포토샵,일러스트,인디자인,E-BOOK)",더조은퍼스트컴퓨터바리스타학원,50,1123800,20,35.2,26.0,08_문화 예술 디자인 방송,포토샵
239,디지털디자인(웹디자인/일러스트/포토샵),(주)허브컴퓨터회계아트학원,40,899040,14,45.3,28.0,08_문화 예술 디자인 방송,웹디자인
240,디지털디자인(스마트UX/UI 웹&앱디자인)양성과정,그린컴퓨터아카데미,88,3933300,20,78.8,25.0,08_문화 예술 디자인 방송,디지털디자인
241,게임 프로그래밍 개발자 양성 과정,SBS아카데미게임학원 신촌,174,5420970,25,44.0,27.0,08_문화 예술 디자인 방송,게임
242,스마트기기 디지털디자인,나우직업전문학교,109,4270440,20,63.2,30.0,08_문화 예술 디자인 방송,디지털디자인
243,"영상편집(프리미어,에펙)&유튜브크리에이터",더조은컴퓨터학원,24,1067610,20,38.1,29.0,08_문화 예술 디자인 방송,유튜브
244,[웹디자인] 포토샵&일러스트 GTQ1급 자격증 취득과정,이젠IT컴퓨터아카데미,30,674280,20,52.5,26.0,08_문화 예술 디자인 방송,웹디자인
245,게임프로그래밍개발자 양성(유니티3D)-A,인천더조은컴퓨터아트학원,105,5234040,20,60.9,24.0,08_문화 예술 디자인 방송,게임
246,UIUX디지털디자이너 양성과정,NEW국제직업전문학교,88,3371400,25,70.3,28.0,08_문화 예술 디자인 방송,
247,2D 게임콘텐츠 제작 전문가 양성과정,아텐츠게임아카데미,140,5234040,30,54.4,25.0,08_문화 예술 디자인 방송,게임
248,"영상편집(프리미어,에펙) 및 유튜브 크리에이터 양성과정",더조은컴퓨터아트학원,77,3800910,24,68.8,25.0,08_문화 예술 디자인 방송,유튜브
249,과정평가형 시각디자인산업기사 취득과정 A,창원직업전문학교,103,4348800,20,67.9,27.0,08_문화 예술 디자인 방송,시각디자인
250,"모션그래픽&영상편집(포토샵,프리미어,에프터이펙트)",더조은컴퓨터아트학원,50,1123800,20,40.0,34.0,08_문화 예술 디자인 방송,포토샵
251,CAD 캐드실무능력평가(CAT) 2급 자격증,남승화직업전문학교,25,561900,15,50.0,20.0,08_문화 예술 디자인 방송,
252,IT기기 활용을 위한 e-Book과 app-Book,사단법인 한국에듀테크산업협회,28,62370,500,33.3,45.0,08_문화 예술 디자인 방송,
253,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,,08_문화 예술 디자인 방송,빅데이터
254,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,43.0,08_문화 예술 디자인 방송,포토샵
255,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,30.0,08_문화 예술 디자인 방송,포토샵
256,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25.0,26.0,08_문화 예술 디자인 방송,
257,온라인 게임 운영 및 그래픽 제작자 양성과정,아텐츠게임아카데미,130,4860180,30,54.4,24.0,08_문화 예술 디자인 방송,게임
258,그래픽디자인(포토샵+일러스트+인디자인+포트폴리오+그래픽스운용자격증),배움회계캐드컴퓨터학원,50,1123800,10,43.6,31.0,08_문화 예술 디자인 방송,포토샵
259,디자인 양성(포토샵+일러스트&그래픽실무),이노직업전문학교,35,786660,20,38.7,34.0,08_문화 예술 디자인 방송,포토샵
260,3D프린팅운용 및 모형설계제작양성과정,성심직업전문학교,129,3989490,15,60.0,27.0,08_문화 예술 디자인 방송,
261,"멀티미디어 콘텐츠 제작 (프리미어,에프터이펙트,C4D) 전문가 양성과정-B",그린컴퓨터아카데미 신촌,110,4984800,23,70.5,25.0,08_문화 예술 디자인 방송,멀티미디어
262,"멀티미디어콘텐츠개발(프리미어,에프터이펙트)",더조은컴퓨터아카데미,95,4735560,25,48.8,25.0,08_문화 예술 디자인 방송,멀티미디어
263,그래픽디자이너양성(포토샵+일러스트+인디자인+포트폴리오),하우디자인캐드학원,48,1067610,10,43.9,26.0,08_문화 예술 디자인 방송,포토샵
264,컴퓨터그래픽스운용기능사 취득 (실기),남승화직업전문학교,50,561900,15,50.0,36.0,08_문화 예술 디자인 방송,
265,"게임그래픽콘텐츠제작(원화, 그래픽, 3D) 전문가 양성",더조은아카데미,92,4548630,25,47.1,26.0,08_문화 예술 디자인 방송,게임
266,"모바일웹 UI/UX 콘텐츠제작(웹표준, 반응형웹)",더조은컴퓨터아트학원,83,3652350,20,66.0,25.0,08_문화 예술 디자인 방송,
267,3D프린터기반 캐릭터목업제작 양성,비에이치쓰리디(BH3D)조형학원,60,2559500,20,48.3,31.0,08_문화 예술 디자인 방송,3D프린터
268,"시각(영상)편집디자인(프리미어, 애프터이펙트) 입문과정",강남 그린컴퓨터아카데미,39,1067610,20,40.6,27.0,08_문화 예술 디자인 방송,영상
269,모바일 UI/UX 웹디자인,홍시디자인학원,36,3134010,22,89.4,25.0,08_문화 예술 디자인 방송,웹디자인
270,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,32.0,08_문화 예술 디자인 방송,포토샵
271,시각디자인전문가 양성과정,아성직업전문학교,89,3483780,20,81.0,29.0,08_문화 예술 디자인 방송,시각디자인
272,웹디자인(디지털디자인) 신규구직자 양성과정,그린컴퓨터디자인학원,84,3764730,20,70.2,24.0,08_문화 예술 디자인 방송,웹디자인
273,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,30,674280,20,43.2,33.0,08_문화 예술 디자인 방송,포토샵
274,"멀티미디어&영상편집(모션그래픽,프리미어,에프터이펙트)양성과정 H-2",그린컴퓨터아카데미 부산,107,5296350,20,39.7,27.0,08_문화 예술 디자인 방송,멀티미디어
