,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
168,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,27,서울,구로구
169,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,50,서울,구로구
170,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,35,서울,구로구
171,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,23,서울,구로구
172,"직업상담사2급 자격증취득과정(1,2차통합)",주안 직업상담사 전문학원,50,1285400,25,31.6,42,,
173,"직업상담사2급 자격증 취득(2차,실기)",(주)한양능력개발원,19,482020,20,35.1,43,경기,고양시
174,"직업상담사2급 자격 취득과정(1,2차 통합)",(주)이룸리더십연구원 이룸리더십학원,45,1156860,20,33.3,43,인천,남동구
175,(과정평가형 자격) 직업상담사 자격취득과정,(재)전남인력개발원한국직업전문학교,100,4048800,20,,41,전남,목포시
176,직업상담사 2급 자격 취득과정,수도직업전문학교,40,1028320,20,,40,서울,영등포구
177,"직업상담사 2급 자격증 (1, 2차) 취득과정",명문직업전문학교,44,1413940,15,,43,인천,계양구
178,직업상담사 양성과정(자격증취득),미토직업전문학교,51,1285400,24,35.5,40,부산,부산진구
179,직업상담사 실무과정,(주)조근혜 부설 대전직업상담사학원,15,385620,15,48.8,42,대전,서구
180,직업상담사 2급 자격 취득과정 실기(2차),한국직업능력개발학원,19,482020,20,,36,서울,용산구
181,"직업상담사 2급 국가기술자격 취득 과정(1,2차 통합)",씨앤씨직업상담학원,42,1079730,21,40,36,경기,수원시
182,직업상담사2급 자격 취득과정,천안여성인력개발센터,36,925480,24,35.2,39,충남,천안시
183,직업상담사2급 자격취득(2차 실기) 및 취업상담 실무,미래창조평생교육원,20,514160,20,,35,부산,부산진구
184,직업상담사2급 자격증취득(1차+2차),이젠컴퓨터아트서비스학원,50,1285400,10,31.3,27,전북,전주시
185,[과정평가형자격]직업상담사2급,동양직업전문학교,120,4048800,20,,41,경남,창원시
186,"직업상담사2급자격증취득과정(1차,2차)",현대직업전문학교,40,1028320,20,49.1,32,광주,서구
187,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,,부산,동구
188,직업상담사 2급 자격증취득과정(필기+실기),(주)울산KH정보교육원,60,1542480,20,32.8,38,울산,남구
189,직업상담사2급 자격증 취득과정(이론+실기),구미직업능력개발학원,44,1413940,20,,27,경북,구미시
190,2020직업상담사2급취득(1차+2차),원스톱직업학원,45,1156860,28,35.5,39,서울,노원구
191,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,40,1028320,20,36.5,34,서울,구로구
192,"직업상담사 2급 자격증 취득과정(필기, 실기)",다산직업전문학교,50,1285400,20,38.6,39,인천,미추홀구
193,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,56,부산,동구
194,[과정평가형] 직업상담사2급 자격취득 과정(2020),한국능력개발직업전문학교,80,3239040,20,50,32,서울,영등포구
195,"직업상담사 2급 자격증 취득과정 (1차, 2차)",(주)미래산업교육원 북부직업전문학교,52,1336810,20,39.7,44,경기,의정부시
196,직업상담사 2급(필기+실기) 취득,인컴트랜드평생교육원,53,1028320,20,,30,인천,부평구
197,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,,서울,구로구
198,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,33,서울,구로구
199,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,41,서울,구로구
