,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
91,[탑강] 유기농업기사 필기,한국이러닝협회,28,254970,500,20,61,서울,구로구
92,[탑강] 유기농업산업기사 필기,한국이러닝협회,28,336200,500,20,,서울,구로구
93,[탑강] 유기농업기능사 필기,한국이러닝협회,28,121770,500,20,49,서울,구로구
94,[올배움] 산림기사 필기 합격대비 과정,한국이러닝협회,28,281510,500,,,서울,구로구
95,이론과 실기 학습을 통한 애견미용 3급자격증 취득과정,이상훈애견미용학원,110,2625920,25,23.3,31,대구,중구
96,반려동물 미용사 양성과정,프로펫평생교육원,115,2745280,15,,32,경기,안양시
97,애견미용3급자격증과정,탑애견미용학원,100,2387200,24,,26,서울,관악구
98,(일반고특화)애견미용양성과정,킴스애견미용학원,182,6389280,20,47.6,17,서울,강남구
99,반려견스타일리스트3급자격증과정(애견미용),킴스애견미용학원,110,2625920,20,47.6,30,서울,강남구
100,숲가꾸기[산림]기술자양성과정,숲생태조경인재개발학원,38,1307250,15,57.9,51,인천,계양구
101,애견미용사3급자격증,에이스애견미용학원,110,2625920,30,51.5,27,경기,부천시
102,애견미용사 3급 자격증 취득과정,일산에이스애견미용학원,110,2625920,30,,28,경기,고양시
103,애견미용취업실무과정,서울애완동물관리학원,100,2601600,15,26.8,32,서울,서초구
104,[올배움] 산림기사 필기 합격대비 과정,한국이러닝협회,28,281510,500,,,서울,구로구
105,[탑강] 유기농업기능사 필기,한국이러닝협회,28,121770,500,20,54,서울,구로구
106,합격! 농산물품질관리사 1차+2차 합격반,한국이러닝협회,56,380160,500,,62,서울,구로구
107,[주경야독] 취업으로 통하는 산림기사(필기),한국이러닝협회,56,365310,500,,42,서울,구로구
108,[주경야독] 취업으로 통하는 산림기능사(필기),한국이러닝협회,28,148500,500,,50,서울,구로구
109,[탑강] 유기농업기사 필기,한국이러닝협회,28,254970,500,20,,서울,구로구
110,[탑강] 유기농업산업기사 필기,한국이러닝협회,28,336200,500,20,,서울,구로구
111,애견미용사양성과정(반려견스타일리스트),킴스애견미용학원,115,2745280,20,47.6,29,서울,강남구
112,애견미용사 자격증 취득과정,충남애견미용학원,100,3082600,9,,31,충남,아산시
113,애견미용사 3급 & 핸들러 3급 자격증취득과정,다솜애견전문학원,115,2745280,20,,28,부산,연제구
114,반려견 스타일리스트3급자격,수영애견미용전문학원,63,3190510,20,,29,부산,수영구
115,[주경야독] 취업으로 통하는 산림기능사(필기),한국이러닝협회,28,148500,500,,60,서울,구로구
116,합격! 농산물품질관리사 1차+2차 합격반,한국이러닝협회,56,380160,500,,,서울,구로구
117,[탑강] 유기농업산업기사 필기,한국이러닝협회,28,336200,500,20,,서울,구로구
118,[탑강] 유기농업기능사 필기,한국이러닝협회,28,121770,500,20,,서울,구로구
119,[탑강] 유기농업기사 필기,한국이러닝협회,28,254970,500,20,,서울,구로구
120,[올배움] 산림기사 필기 합격대비 과정,한국이러닝협회,28,281510,500,,,서울,구로구
121,(이론+실기)애견미용반려견스타일리스트3급자격증취득과정,동물농장애견미용학원,80,2009760,15,50,31,부산,동래구
122,[주경야독] 취업으로 통하는 산림기사(필기),한국이러닝협회,56,365310,500,,53,서울,구로구
123,애견미용사 3급 자격증 취득 과정,충남애견미용학원,110,3207920,9,,30,충남,천안시
124,애견미용얼굴컷과정,동물농장애견미용학원,43,1126490,12,50,30,부산,동래구
125,(이론+실기)애견미용반려견스타일리스트3급자격증취득과정,동물농장애견미용학원,80,2009760,15,50,31,부산,동래구
126,애견미용취업실무과정,서울애완동물관리학원,100,2601600,15,26.8,34,서울,서초구
127,[탑강] 유기농업기사 필기,한국이러닝협회,28,254970,500,20,,서울,구로구
128,[올배움] 산림기사 필기 합격대비 과정,한국이러닝협회,28,281510,500,,,서울,구로구
129,[주경야독] 취업으로 통하는 산림기능사(필기),한국이러닝협회,28,148500,500,,51,서울,구로구
130,[주경야독] 취업으로 통하는 산림기사(필기),한국이러닝협회,56,365310,500,,45,서울,구로구
131,[탑강] 유기농업기능사 필기,한국이러닝협회,28,121770,500,20,52,서울,구로구
132,[탑강] 유기농업산업기사 필기,한국이러닝협회,28,336200,500,20,,서울,구로구
133,합격! 농산물품질관리사 1차+2차 합격반,한국이러닝협회,56,380160,500,,25,서울,구로구
134,애완동물미용 기본과정,광주애견미용학원,100,2387200,15,,30,광주,북구
135,애견미용실무자 양성과정,HS평생교육원,110,2625920,20,48,29,,
136,애견미용사 3급 자격증 취득 과정,베스트강북애견미용학원,110,2625920,30,,30,서울,강북구
137,애견미용사 2급 자격증과정(향상과정),웰빙펫애견미용학원,110,3221760,20,39.6,29,부산,부산진구
138,숲가꾸기[산림]기술자양성과정,숲생태조경인재개발학원,50,1307250,15,57.9,59,인천,계양구
139,[탑강] 유기농업기능사 필기,한국이러닝협회,28,152770,500,20,,서울,구로구
140,[주경야독] 취업으로 통하는 산림기능사(필기),한국이러닝협회,28,148500,500,,58,서울,구로구
141,[탑강] 유기농업산업기사 필기,한국이러닝협회,28,336200,500,20,,서울,구로구
142,[탑강] 유기농업기사 필기,한국이러닝협회,28,254970,500,20,,서울,구로구
143,[올배움] 산림기사 필기 합격대비 과정,한국이러닝협회,28,281510,500,,56,서울,구로구
144,합격! 농산물품질관리사 1차+2차 합격반,한국이러닝협회,56,380160,500,,,서울,구로구
145,[주경야독] 취업으로 통하는 산림기사(필기),한국이러닝협회,56,365310,500,,51,서울,구로구
146,애견미용사 자격증 취득과정,충남애견미용학원,100,3082600,9,,33,충남,아산시
