,Unnamed: 0,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS분야,과정
174,246,"디지털영상편집(프리미어,에펙)과정",그린컴퓨터아카데미 수원,74,1629510,22,45.3,24.0,08_문화 예술 디자인 방송,영상
175,247,그래픽디자인자격증취득(GTQ-포토샵1/일러스트1급/인디자인1급 ),크린컴퓨터학원,47,872340,10,35.6,30.0,08_문화 예술 디자인 방송,디자인
176,248,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,24,674280,20,43.2,26.0,08_문화 예술 디자인 방송,디자인
177,250,웹 드라마 등 영상연출 양성,라온영상예술원학원,105,4808160,22,66.7,,08_문화 예술 디자인 방송,웹
178,251,전자상거래 디자인 양성(오픈마켓&쇼핑몰창업),이노직업전문학교,50,1123800,20,38.7,38.0,08_문화 예술 디자인 방송,디자인
179,253,"광고홍보콘텐츠제작(포토샵, 일러스트, 프리미어, 에프터이펙트)",이젠아카데미,56,1620060,20,60.5,26.0,08_문화 예술 디자인 방송,포토샵
180,254,"3D에코실내건축디자인(캐드,맥스,인테리어)",이젠컴퓨터아트서비스학원,120,3371400,20,65.2,22.0,08_문화 예술 디자인 방송,디자인
181,255,시각디자인(일러스트&포토샵),더조은퍼스트컴퓨터바리스타학원,25,561900,20,35.2,29.0,08_문화 예술 디자인 방송,디자인
182,256,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,35.0,08_문화 예술 디자인 방송,포토샵
183,259,"디지털웹디자인&웹퍼블리셔(일러스트, 포토샵, 웹표준,HTML5, 자바스크립트)",그린컴퓨터아카데미 성남,108,4214250,20,71.8,26.0,08_문화 예술 디자인 방송,디자인
184,260,웹디자인(웹퍼블리셔)프론트앤드실무자양성,더조은컴퓨터학원,105,4270440,25,70.6,26.0,08_문화 예술 디자인 방송,디자인
185,261,"디지털(그래픽,웹,앱,모바일)디자인 실무자 양성과정",삼성직업전문학교,109,4270440,25,71.2,34.0,08_문화 예술 디자인 방송,디자인
186,262,그래픽디자인자격증취득(GTQ-포토샵1/일러스트1급/인디자인1급 ),크린컴퓨터학원,47,872340,10,35.6,,08_문화 예술 디자인 방송,디자인
187,263,"게임그래픽 디자이너 양성과정 (2D원화,UI,3D)",(주)하우온라인게임스쿨,140,5420970,20,42.0,25.0,08_문화 예술 디자인 방송,디자이너
188,264,디지털디자인[포토샵/일러스트레이터]초급자 양성,디앤디컴퓨터학원,40,899040,20,50.0,,08_문화 예술 디자인 방송,디자인
189,265,방송콘텐츠제작,서울방송아카데미,108,4037680,22,62.5,29.0,08_문화 예술 디자인 방송,콘텐츠
190,267,"시각디자인(일러스트, 포토샵, 인디자인, 옥외광고, 포트폴리오) 양성과정",그린컴퓨터아트학원,85,3820920,20,90.0,22.0,08_문화 예술 디자인 방송,디자인
191,268,[일반고특화]웹디자인/웹퍼블리셔(반응형UI/UX디자인) 양성과정,안산 그린컴퓨터아카데미,153,6547380,20,76.6,,08_문화 예술 디자인 방송,디자인
192,269,"사진기능사자격증 취득 및 인물,제품사진촬영 및 리터칭과정",서울사진미디어컴퓨터학원,75,2003700,14,43.4,32.0,08_문화 예술 디자인 방송,문화&예술
193,271,"시각출판편집디자인(옥외광고, 일러스트,포토샵, 인디자인) 양성과정 J-2",그린컴퓨터아카데미 부산,103,3820920,20,63.4,24.0,08_문화 예술 디자인 방송,디자인
194,272,디지털디자인(스마트기기UX&UI디자인),노동부지정캠퍼스디자인직업전문학교,129,4832340,24,55.8,38.0,08_문화 예술 디자인 방송,디자인
195,274,디지털웹디자인양성과정(웹콘텐츠제작),이음컴퓨터디자인학원,58,1629510,10,28.0,,08_문화 예술 디자인 방송,디자인
196,275,"멀티미디어 영상콘텐츠제작(프리미어,에펙,영상편집) A",이젠아카데미평생교육원,105,5234040,20,85.0,26.0,08_문화 예술 디자인 방송,영상
197,276,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,34.0,08_문화 예술 디자인 방송,포토샵
198,277,IT기기 활용을 위한 e-Book과 app-Book,사단법인 한국에듀테크산업협회,28,62370,500,33.3,31.0,08_문화 예술 디자인 방송,
199,279,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,,08_문화 예술 디자인 방송,인포그래픽
200,280,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,35.0,08_문화 예술 디자인 방송,포토샵
201,281,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25.0,,08_문화 예술 디자인 방송,디자인
202,286,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정",이젠아카데미,20,561900,20,48.0,26.0,08_문화 예술 디자인 방송,포토샵
203,288,"제품디자인 및 3D프린팅 제품설계제작(캐드,CAD,인벤터,MAX,포토샵)",(주)울산KH정보교육원,88,3933300,23,60.5,26.0,08_문화 예술 디자인 방송,디자인
204,289,"디지털디자인_(웹디자인, 웹퍼블리셔) 양성과정 B",그린컴퓨터아트학원,103,4270440,20,76.9,25.0,08_문화 예술 디자인 방송,디자인
205,291,반응형UIUX 웹디자인(웹퍼블리셔),라인컴퓨터아트학원,93,3933300,30,58.3,23.0,08_문화 예술 디자인 방송,디자인
206,292,코딩을 활용한 디지털웹디자인(UI&UX),이젠컴퓨터아트서비스학원,120,3371400,20,65.2,29.0,08_문화 예술 디자인 방송,디자인
207,294,"[과정평가형] 실내건축산업기사 취득 과정 (인테리어, 캐드(CAD), 맥스(MAX)) A",강남 그린컴퓨터아카데미,115,4832000,30,66.0,28.0,08_문화 예술 디자인 방송,CAD
208,295,"웹디자인(웹퍼블리셔)양성과정(포토,일러,Html5,CSS)",부산더조은직업전문학교,40,1123800,20,43.8,25.0,08_문화 예술 디자인 방송,디자인
209,296,"광고콘텐츠영상제작(프리미어,애펙)+유튜브크리에이터",레브아트컴퓨터학원,69,1869300,20,36.4,32.0,08_문화 예술 디자인 방송,영상
210,297,시각디자인(옥외광고디자인),목포국제직업전문학교,113,3820920,20,50.0,31.0,08_문화 예술 디자인 방송,디자인
211,298,모바일 앱 & 웹디자인(웹퍼블리셔) A,이젠컴퓨터아트학원,88,3933300,20,73.8,25.0,08_문화 예술 디자인 방송,디자인
212,299,3D 디자인설계 전문가 양성 (CAD/인벤터/포토샵/일러스트/3D프린터),라인아트그래픽디자인학원,100,3371400,12,57.1,26.0,08_문화 예술 디자인 방송,디자인
213,300,멀티미디어광고홍보콘텐츠제작B,방송정보국제교육원,108,5296350,25,70.9,25.0,08_문화 예술 디자인 방송,콘텐츠
214,302,시각디자인(일러스트&포토샵),더조은퍼스트컴퓨터바리스타학원,25,561900,20,35.2,31.0,08_문화 예술 디자인 방송,디자인
215,303,디지털디자인(웹퍼블리셔)양성,(주)강림직업전문학교,120,4719960,30,81.8,23.0,08_문화 예술 디자인 방송,디자인
216,304,게임 밸런스 기획자 양성과정,서울게임아트학원,120,2243160,17,51.1,26.0,08_문화 예술 디자인 방송,게임
217,305,방송영상콘텐츠제작(기획/촬영/편집/모션그래픽),방송정보국제교육원,122,5981760,30,70.9,24.0,08_문화 예술 디자인 방송,영상
218,306,웹퍼블리셔(UI/UX 웹디자인)입문과정,노원 그린컴퓨터아카데미,58,1629510,20,53.8,27.0,08_문화 예술 디자인 방송,디자인
219,307,반응형웹디자인(웹퍼블리셔)UI/UX 프론트앤드 양성과정,더조은컴퓨터아트학원,95,4275700,20,59.3,25.0,08_문화 예술 디자인 방송,디자인
220,311,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,27.0,08_문화 예술 디자인 방송,포토샵
221,312,"디지털 영상편집 (프리미어, 애프터이팩트) 취업전문과정",그린컴퓨터아트학원,58,1629510,20,61.5,31.0,08_문화 예술 디자인 방송,영상
222,314,디지털(UI/UX/웹/그래픽)디자인 실무자 양성과정-A,(주)울산KH정보교육원,95,4270440,20,60.5,26.0,08_문화 예술 디자인 방송,디자인
223,316,(과정평가형 자격)웹디자인기능사 취득과정 A (웹퍼블리셔 양성과정),그린컴퓨터아카데미 부산,76,3539400,20,63.4,24.0,08_문화 예술 디자인 방송,디자인
224,318,"시각디자인-(일러스트, 포토샵, 인디자인, 옥외광고)디자이너 양성과정",그린컴퓨터아트학원,98,3371400,20,51.3,23.0,08_문화 예술 디자인 방송,디자인
225,319,게임기획 및 그래픽 전문가 양성과정,시드학원,162,5047110,20,52.1,24.0,08_문화 예술 디자인 방송,게임
226,321,"[과정평가형]웹디자인기능사(웹퍼블리셔, HTML, CSS, Javascript, Jquey) A",이젠아카데미,75,3539400,20,66.7,25.0,08_문화 예술 디자인 방송,디자인
227,323,"인테리어환경디자인설계(캐드,MAX,스케치업,실내건축) L",그린컴퓨터아카데미 부산,102,4551390,20,63.4,24.0,08_문화 예술 디자인 방송,디자인
228,324,"영상편집&모션그래픽제작(프리미어,에프터이펙트,3D) A",이젠아카데미,106,5109420,20,53.5,24.0,08_문화 예술 디자인 방송,영상
229,325,"멀티미디어콘텐츠(촬영, 영상편집, 모션그래픽, UI/UX 디자인)제작 양성 A2",(재)한국아이티교육재단 한국IT아카데미 구로,108,5296350,20,69.5,24.0,08_문화 예술 디자인 방송,디자인
230,327,반응형 웹[앱] 디자이너 양성과정,(주)미래산업교육원 북부직업전문학교,86,3315690,20,57.1,28.0,08_문화 예술 디자인 방송,디자이너
231,329,웹&모바일 앱디자인 퍼블리셔,세잔직업전문학교,109,4270440,20,53.1,24.0,08_문화 예술 디자인 방송,디자인
232,330,"GTQ자격증(포토샵,일러스트)-시각디자인",주식회사 이젠컴퓨터아카데미,28,786660,20,60.4,26.0,08_문화 예술 디자인 방송,디자인
233,332,반응형 웹디자인 양성과정,국제직업전문학교,121,4270440,30,69.4,25.0,08_문화 예술 디자인 방송,디자인
234,333,웹&앱 UI/UX 웹디자인 실무,이젠컴퓨터학원,75,3371400,20,64.3,26.0,08_문화 예술 디자인 방송,디자인
235,337,스마트 UX/UI 웹디자인,인천직업전문학교,86,3371400,20,63.8,25.0,08_문화 예술 디자인 방송,디자인
236,338,웹 & 앱 UI/UX 웹디자인 실무,이젠아카데미평생교육원,75,3371400,20,83.9,23.0,08_문화 예술 디자인 방송,디자인
237,339,"멀티미디어콘텐츠제작&영상편집(프리미어,에프터이펙트,시네마4D)실무과정",그린컴퓨터아트학원,121,4984800,20,33.3,26.0,08_문화 예술 디자인 방송,영상
238,340,"디지털편집디자인(포토샵,일러스트,인디자인,E-BOOK)",더조은퍼스트컴퓨터바리스타학원,50,1123800,20,35.2,26.0,08_문화 예술 디자인 방송,디자인
239,341,디지털디자인(웹디자인/일러스트/포토샵),(주)허브컴퓨터회계아트학원,40,899040,14,45.3,28.0,08_문화 예술 디자인 방송,디자인
240,342,디지털디자인(스마트UX/UI 웹&앱디자인)양성과정,그린컴퓨터아카데미,88,3933300,20,78.8,25.0,08_문화 예술 디자인 방송,디자인
241,343,게임 프로그래밍 개발자 양성 과정,SBS아카데미게임학원 신촌,174,5420970,25,44.0,27.0,08_문화 예술 디자인 방송,게임
242,344,스마트기기 디지털디자인,나우직업전문학교,109,4270440,20,63.2,30.0,08_문화 예술 디자인 방송,디자인
243,345,"영상편집(프리미어,에펙)&유튜브크리에이터",더조은컴퓨터학원,24,1067610,20,38.1,29.0,08_문화 예술 디자인 방송,영상
244,346,[웹디자인] 포토샵&일러스트 GTQ1급 자격증 취득과정,이젠IT컴퓨터아카데미,30,674280,20,52.5,26.0,08_문화 예술 디자인 방송,디자인
245,347,게임프로그래밍개발자 양성(유니티3D)-A,인천더조은컴퓨터아트학원,105,5234040,20,60.9,24.0,08_문화 예술 디자인 방송,게임
246,348,UIUX디지털디자이너 양성과정,NEW국제직업전문학교,88,3371400,25,70.3,28.0,08_문화 예술 디자인 방송,디자이너
247,349,2D 게임콘텐츠 제작 전문가 양성과정,아텐츠게임아카데미,140,5234040,30,54.4,25.0,08_문화 예술 디자인 방송,게임
248,350,"영상편집(프리미어,에펙) 및 유튜브 크리에이터 양성과정",더조은컴퓨터아트학원,77,3800910,24,68.8,25.0,08_문화 예술 디자인 방송,영상
249,351,과정평가형 시각디자인산업기사 취득과정 A,창원직업전문학교,103,4348800,20,67.9,27.0,08_문화 예술 디자인 방송,디자인
250,352,"모션그래픽&영상편집(포토샵,프리미어,에프터이펙트)",더조은컴퓨터아트학원,50,1123800,20,40.0,34.0,08_문화 예술 디자인 방송,포토샵
251,353,CAD 캐드실무능력평가(CAT) 2급 자격증,남승화직업전문학교,25,561900,15,50.0,20.0,08_문화 예술 디자인 방송,CAD
252,356,IT기기 활용을 위한 e-Book과 app-Book,사단법인 한국에듀테크산업협회,28,62370,500,33.3,45.0,08_문화 예술 디자인 방송,
253,357,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,,08_문화 예술 디자인 방송,인포그래픽
254,358,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,43.0,08_문화 예술 디자인 방송,포토샵
255,359,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,30.0,08_문화 예술 디자인 방송,포토샵
256,361,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25.0,26.0,08_문화 예술 디자인 방송,디자인
257,362,온라인 게임 운영 및 그래픽 제작자 양성과정,아텐츠게임아카데미,130,4860180,30,54.4,24.0,08_문화 예술 디자인 방송,게임
258,363,그래픽디자인(포토샵+일러스트+인디자인+포트폴리오+그래픽스운용자격증),배움회계캐드컴퓨터학원,50,1123800,10,43.6,31.0,08_문화 예술 디자인 방송,디자인
259,364,디자인 양성(포토샵+일러스트&그래픽실무),이노직업전문학교,35,786660,20,38.7,34.0,08_문화 예술 디자인 방송,디자인
260,365,3D프린팅운용 및 모형설계제작양성과정,성심직업전문학교,129,3989490,15,60.0,27.0,08_문화 예술 디자인 방송,3D프린터
261,366,"멀티미디어 콘텐츠 제작 (프리미어,에프터이펙트,C4D) 전문가 양성과정-B",그린컴퓨터아카데미 신촌,110,4984800,23,70.5,25.0,08_문화 예술 디자인 방송,콘텐츠
262,367,"멀티미디어콘텐츠개발(프리미어,에프터이펙트)",더조은컴퓨터아카데미,95,4735560,25,48.8,25.0,08_문화 예술 디자인 방송,콘텐츠
263,368,그래픽디자이너양성(포토샵+일러스트+인디자인+포트폴리오),하우디자인캐드학원,48,1067610,10,43.9,26.0,08_문화 예술 디자인 방송,디자인
264,369,컴퓨터그래픽스운용기능사 취득 (실기),남승화직업전문학교,50,561900,15,50.0,36.0,08_문화 예술 디자인 방송,그래픽
265,370,"게임그래픽콘텐츠제작(원화, 그래픽, 3D) 전문가 양성",더조은아카데미,92,4548630,25,47.1,26.0,08_문화 예술 디자인 방송,게임
266,371,"모바일웹 UI/UX 콘텐츠제작(웹표준, 반응형웹)",더조은컴퓨터아트학원,83,3652350,20,66.0,25.0,08_문화 예술 디자인 방송,웹
267,372,3D프린터기반 캐릭터목업제작 양성,비에이치쓰리디(BH3D)조형학원,60,2559500,20,48.3,31.0,08_문화 예술 디자인 방송,3D프린터
268,373,"시각(영상)편집디자인(프리미어, 애프터이펙트) 입문과정",강남 그린컴퓨터아카데미,39,1067610,20,40.6,27.0,08_문화 예술 디자인 방송,디자인
