,Unnamed: 0,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS분야,과정
882,1318,시각편집(포토샵+일러스트+인디자인)GTQ그래픽기술자격증 취득과정,노원 그린컴퓨터아카데미,34,899040,20,53.8,29.0,08_문화 예술 디자인 방송,디자인
883,1319,스마트UI/UX웹디자인(웹퍼블리셔)취업과정 E-1,그린컴퓨터아카데미 부산,100,4270440,20,63.4,25.0,08_문화 예술 디자인 방송,디자인
884,1320,실내인테리어 디자인(캐드/스케치업/포토샵/일러스트)취업과정,글로벌ICT직업전문학교,87,3371400,20,59.1,28.0,08_문화 예술 디자인 방송,디자인
885,1322,[핵심쏙쏙]GTQ 1급 자격증(포토샵+일러스트),신청산컴퓨터학원,20,373860,10,45.2,26.0,08_문화 예술 디자인 방송,포토샵
886,1323,모바일 UI/UX 반응형 웹디자인(웹퍼블리셔) B,이젠아카데미평생교육원,94,4045680,20,87.2,25.0,08_문화 예술 디자인 방송,디자인
887,1324,"디지털 웹디자인, 웹퍼블리셔 전문가 양성과정",그린컴퓨터아카데미 부천,95,4270440,20,70.5,25.0,08_문화 예술 디자인 방송,디자인
888,1327,시각디자인GTQ자격취득(일러스트&포토샵),더조은컴퓨터아트학원,40,899040,20,45.3,28.0,08_문화 예술 디자인 방송,디자인
889,1329,"영상편집&모션그래픽제작(프리미어,에펙)",더조은아이티아카데미학원,48,1067610,20,32.9,29.0,08_문화 예술 디자인 방송,영상
890,1330,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,30,674280,20,43.2,27.0,08_문화 예술 디자인 방송,디자인
891,1331,디지털UI/UX 웹디자인(웹퍼블리셔) 전문가 취업과정-B,하이미디어IT융합인재개발원,95,4270440,20,63.6,25.0,08_문화 예술 디자인 방송,디자인
892,1332,"멀티미디어 영상콘텐츠제작(프리미어,에펙,영상편집) C",이젠아카데미평생교육원,145,5234040,20,85.0,25.0,08_문화 예술 디자인 방송,영상
893,1333,"그래픽실무(포토샵,일러스트,인디자인)",배움회계캐드컴퓨터학원,30,674280,10,43.6,,08_문화 예술 디자인 방송,디자인
894,1337,[과정평가형] 웹디자인기능사,한울직업전문학교,60,2477580,20,60.4,25.0,08_문화 예술 디자인 방송,디자인
895,1339,그래픽디자인(포토샵+일러스트+인디자인+포트폴리오+그래픽스운용자격증),배움회계캐드컴퓨터학원,50,1123800,10,43.6,28.0,08_문화 예술 디자인 방송,디자인
896,1340,게임프로그래밍개발자 양성(유니티3D)-B,인천더조은컴퓨터아트학원,105,5234040,20,60.9,24.0,08_문화 예술 디자인 방송,게임
897,1342,게임그래픽(엔진)전문가양성과정,시드학원,160,4486320,20,52.1,25.0,08_문화 예술 디자인 방송,게임
898,1343,그래픽디자인 및 쇼핑몰관리,대화직업능력개발원,32,1067610,10,52.8,37.0,08_문화 예술 디자인 방송,디자인
899,1344,영화VFX 마야이펙트 취업과정,청시지아카데미학원,24,1099920,10,26.7,25.0,08_문화 예술 디자인 방송,
900,1346,(디지털디자인)웹디자인(웹퍼블리셔)프론트앤드실무자양성A,더조은컴퓨터아트학원,92,4045680,20,66.0,25.0,08_문화 예술 디자인 방송,디자인
901,1347,UI/UX 반응형 웹디자인 전문가,인천 그린컴퓨터아카데미,106,4270440,30,72.7,24.0,08_문화 예술 디자인 방송,디자인
902,1348,3D캐릭터애니메이션 마야 양성과정,청시지아카데미학원,28,1007000,10,26.7,25.0,08_문화 예술 디자인 방송,애니메이션
903,1350,"광고영상편집&모션그래픽(포토,일러,인디,프리미어,에펙,C4D)",윤성회계캐드컴퓨터학원,45,1236180,10,40.5,31.0,08_문화 예술 디자인 방송,영상
904,1351,"유튜브 영상편집실무양성 애프터이펙트(After Effect),프리미어(Premiere)",그린컴퓨터아카데미 신촌,62,1869300,20,50.2,27.0,08_문화 예술 디자인 방송,영상
905,1353,마야(MAYA) 3D애니메이션 영상그래픽(VFX) 전문가 양성과정,그린컴퓨터아카데미 신촌,62,1931610,20,50.2,24.0,08_문화 예술 디자인 방송,영상
906,1354,"영상편집&모션그래픽제작(프리미어,에프터이펙트,3D) B",이젠아카데미,103,5109420,20,53.5,26.0,08_문화 예술 디자인 방송,영상
907,1355,웹디자인(웹퍼블리셔)프론트앤드실무자양성,더조은컴퓨터학원,90,4045680,25,70.6,26.0,08_문화 예술 디자인 방송,디자인
908,1357,"GTQ자격증(포토샵,일러스트)-시각디자인",주식회사 이젠컴퓨터아카데미,29,786660,20,60.4,28.0,08_문화 예술 디자인 방송,디자인
909,1358,"(멀티미디어콘텐츠제작) 영상 (프리미어,에프터이펙트) 크리에이터 과정 1",강남 그린컴퓨터아카데미,108,5296350,20,41.4,26.0,08_문화 예술 디자인 방송,영상
910,1359,"그래픽디자인실무&그래픽자격증취득(포토샵,일러스트)",셈틀회계캐드그래픽컴퓨터학원,38,842850,15,80.0,28.0,08_문화 예술 디자인 방송,디자인
911,1360,스마트기기 UI/UX 웹디자인(웹퍼블리셔)-A,이젠컴퓨터학원,98,3933300,20,77.8,23.0,08_문화 예술 디자인 방송,디자인
912,1361,시각디자인(일러스트&포토샵),더조은퍼스트컴퓨터바리스타학원,25,561900,20,35.2,30.0,08_문화 예술 디자인 방송,디자인
913,1362,3D프린팅융합제품디자인양성과정,고려IT직업전문학교,91,4073770,25,80.4,27.0,08_문화 예술 디자인 방송,디자인
914,1364,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,30.0,08_문화 예술 디자인 방송,포토샵
915,1367,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,31.0,08_문화 예술 디자인 방송,포토샵
916,1368,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,66.0,08_문화 예술 디자인 방송,인포그래픽
917,1370,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,40.0,08_문화 예술 디자인 방송,포토샵
918,1373,[탑강] UX디자인 7가지 비밀,한국이러닝협회,40,149770,500,25.0,,08_문화 예술 디자인 방송,디자인
919,1376,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,31.0,08_문화 예술 디자인 방송,일러스트
920,1378,"영상편집&모션그래픽제작(프리미어,에펙)",더조은아이티아카데미학원,27,1067610,20,32.9,34.0,08_문화 예술 디자인 방송,영상
921,1379,기업맞춤형 시각ㆍ광고 크리에이터 양성과정,NEW국제직업전문학교,114,4966720,25,70.3,25.0,08_문화 예술 디자인 방송,
922,1380,시각디자인(옥외광고) 양성과정,그린컴퓨터아카데미,85,3820920,20,66.7,25.0,08_문화 예술 디자인 방송,디자인
923,1381,(게임콘텐츠제작) 게임 프로그래밍 및 컨텐츠 전문가 양성과정 (1),아텐츠게임아카데미,129,4822790,30,54.4,24.0,08_문화 예술 디자인 방송,게임
924,1382,웹퍼블리셔(UI/UX 웹디자인)입문과정,노원 그린컴퓨터아카데미,60,1629510,20,53.8,27.0,08_문화 예술 디자인 방송,디자인
925,1384,언리얼엔진 게임프로그래밍 개발자 양성과정 B,재단법인 국제인재능력개발원,109,5420970,28,49.2,28.0,08_문화 예술 디자인 방송,게임
926,1385,그래픽디자인(포토샵.일러스트.인디자인),윤성회계캐드컴퓨터학원,43,842850,15,40.5,27.0,08_문화 예술 디자인 방송,디자인
927,1386,웹디자인(UI/UX) 실무 양성과정(A),부산부경직업전문학교,65,3067480,20,61.5,29.0,08_문화 예술 디자인 방송,디자인
928,1388,포토샵&영상편집(프리미어/에펙),윤성회계캐드컴퓨터학원,30,674280,15,40.5,,08_문화 예술 디자인 방송,포토샵
929,1389,"3D 입체 콘텐츠(영상편집, 3D 영상제작) 실무자 양성 훈련A",(재)한국아이티교육재단 한국IT아카데미 구로,88,3949560,30,69.2,27.0,08_문화 예술 디자인 방송,영상
930,1391,"디지털디자인(웹디자이너, 웹퍼블리셔) 양성과정",안산 그린컴퓨터아카데미,106,4270440,20,76.6,24.0,08_문화 예술 디자인 방송,디자인
931,1395,"실내건축산업기사(캐드,스케치업,맥스)A [2020년 의정부]",그린컴퓨터아카데미,104,4348800,20,78.8,27.0,08_문화 예술 디자인 방송,캐드
932,1396,제품모형제작을 위한 3D프린팅운용,아성직업전문학교,86,3371400,22,81.0,30.0,08_문화 예술 디자인 방송,3D프린터
933,1397,"디지털편집디자인(포토샵,일러스트,인디자인,E-BOOK)",더조은퍼스트컴퓨터바리스타학원,50,1123800,20,35.2,30.0,08_문화 예술 디자인 방송,디자인
934,1398,"영상 제작 (영상기획, 촬영, 영상편집) 양성 훈련 A4",(재)한국아이티교육재단 한국IT아카데미 구로,98,4407480,30,69.2,25.0,08_문화 예술 디자인 방송,영상
935,1402,게임 시스템 및 밸런스 기획자 양성과정,서울게임학원,129,2243160,20,58.9,25.0,08_문화 예술 디자인 방송,게임
936,1404,이모티콘 및 게임 그래픽 제작 양성과정,서울게임아트학원,120,2243160,12,51.1,24.0,08_문화 예술 디자인 방송,게임
937,1407,3D 유니티 활용 게임콘텐츠 제작 실무자 양성과정,국제직업전문학교,142,5420970,30,51.1,24.0,08_문화 예술 디자인 방송,게임
938,1410,실내디자인 실무 양성과정(B),부산부경직업전문학교,80,3865600,20,61.5,29.0,08_문화 예술 디자인 방송,디자인
939,1411,디지털디자인(웹디자인/일러스트/포토샵),(주)허브컴퓨터회계아트학원,40,899040,14,45.3,36.0,08_문화 예술 디자인 방송,디자인
940,1413,시각디자인을 활용한 컬러리스트 양성과정,창원직업전문학교,88,3427590,20,67.9,31.0,08_문화 예술 디자인 방송,디자인
941,1415,"멀티미디어&영상편집(모션그래픽,프리미어,에프터이펙트)양성과정 H-3",그린컴퓨터아카데미 부산,107,5296350,20,39.7,25.0,08_문화 예술 디자인 방송,영상
942,1416,"멀티미디어 콘텐츠 제작 (프리미어,에프터이펙트,C4D) 전문가 양성과정",그린컴퓨터아카데미,98,4361700,20,70.6,26.0,08_문화 예술 디자인 방송,콘텐츠
943,1420,멀티미디어콘텐츠제작(스마트 앱&웹) 신규구직자 양성과정,그린컴퓨터아카데미,111,4984800,25,70.6,25.0,08_문화 예술 디자인 방송,웹
944,1421,디자인 양성(포토샵+일러스트&그래픽실무),이노직업전문학교,35,786660,20,38.7,37.0,08_문화 예술 디자인 방송,디자인
945,1423,"시각디자인(포토샵, 일러스트, 인디자인, 옥외광고디자인) 양성과정",그린컴퓨터아트학원,103,3820920,20,51.3,27.0,08_문화 예술 디자인 방송,디자인
946,1425,(일반고) 시각디자인 실무 및 자격취득(컴퓨터그래픽운용스기능사),광주국제직업전문학교,81,3296500,20,53.3,,08_문화 예술 디자인 방송,디자인
947,1428,멀티미디어콘텐츠제작,센텀직업전문학교,100,4984800,20,69.2,32.0,08_문화 예술 디자인 방송,콘텐츠
948,1429,[일반고특화]시각디자이너(옥외광고&컴퓨터그래픽스운용기능사)양성과정,국제직업전문학교,91,3208470,25,69.4,17.0,08_문화 예술 디자인 방송,디자이너
949,1430,"시각디자인(일러,포토,인디자인,GTQ자격증,컴퓨터그래픽스(실기))",이젠컴퓨터아트서비스학원,48,1348560,10,47.4,23.0,08_문화 예술 디자인 방송,디자인
950,1431,웹디자인&그래픽운용기능사실기자격증,윤성회계캐드컴퓨터학원,40,1123800,15,40.5,,08_문화 예술 디자인 방송,디자인
951,1433,(게임콘텐츠제작)게임그래픽디자이너양성(3D),부산예일직업전문학교,97,4797870,30,43.7,26.0,08_문화 예술 디자인 방송,디자이너
952,1434,"시각영상편집디자인(일러스트,포토샵,프리미어,에펙,모션그래픽)양성과정",그린컴퓨터아카데미 부산,38,1067610,20,54.5,28.0,08_문화 예술 디자인 방송,디자인
953,1435,웹컨텐츠&모바일앱 디자인,세잔직업전문학교,109,4270440,20,53.1,28.0,08_문화 예술 디자인 방송,디자인
954,1436,스마트UI/UX웹디자인(웹퍼블리셔)취업과정 E-2,그린컴퓨터아카데미 부산,105,4270440,20,63.4,26.0,08_문화 예술 디자인 방송,디자인
955,1442,[탑강] UX디자인 7가지 비밀,한국이러닝협회,40,149770,500,25.0,46.0,08_문화 예술 디자인 방송,디자인
956,1443,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,35.0,08_문화 예술 디자인 방송,포토샵
957,1445,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,39.0,08_문화 예술 디자인 방송,포토샵
958,1449,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,25.0,08_문화 예술 디자인 방송,일러스트
959,1450,"(디지털디자인) 디지털(그래픽, 웹, 앱, 모바일)디자인 실무자 양성과정",삼성직업전문학교,97,4188920,25,71.2,34.0,08_문화 예술 디자인 방송,디자인
960,1451,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,40.0,08_문화 예술 디자인 방송,인포그래픽
961,1452,"3D에코실내건축디자인(캐드,맥스,인테리어)",이젠컴퓨터아트서비스학원,120,3371400,20,65.2,26.0,08_문화 예술 디자인 방송,디자인
962,1453,"영상편집&모션그래픽제작(프리미어,에펙)",부산더조은직업전문학교,48,1067610,20,43.8,32.0,08_문화 예술 디자인 방송,영상
963,1454,디자인편집과영상편집&유튜브영상제작,배움회계캐드컴퓨터학원,48,1067610,10,43.6,33.0,08_문화 예술 디자인 방송,디자인
964,1455,"영상편집&모션그래픽제작(프리미어,에펙)",부산더조은직업전문학교,38,1067610,20,43.8,31.0,08_문화 예술 디자인 방송,영상
965,1456,(게임콘텐츠제작) 온라인게임 운영 및 프로그래밍 제작자 양성과정 (3),아텐츠게임아카데미,129,4822790,30,54.4,25.0,08_문화 예술 디자인 방송,게임
966,1457,디지털UIUX웹퍼블리셔디자인,라인컴퓨터아트학원,92,3933300,30,58.3,25.0,08_문화 예술 디자인 방송,디자인
967,1458,3D프린팅 디자인 양성과정,재단법인 이찬 경북직업전문학교,119,3989490,20,67.9,28.0,08_문화 예술 디자인 방송,디자인
968,1460,3D프린터운용(CAD+3D모델링),동양직업전문학교,70,3146640,20,76.5,24.0,08_문화 예술 디자인 방송,CAD
969,1461,(게임콘텐츠제작) 게임그래픽전문가 양성 A,국제컴퓨터아카데미,90,4486320,20,78.8,25.0,08_문화 예술 디자인 방송,게임
970,1462,마야(MAYA) 3D그래픽 애니메이션 양성과정,강남 그린컴퓨터아카데미,55,1900450,20,49.3,28.0,08_문화 예술 디자인 방송,애니메이션
971,1465,"(멀티미디어콘텐츠제작) 영상 (프리미어,에프터이펙트) 크리에이터 과정 4 G",강남 그린컴퓨터아카데미,142,5296350,30,41.4,26.0,08_문화 예술 디자인 방송,영상
972,1466,"디지털영상편집디자인 및 모션그래픽제작(포토샵,일러스트,프리미어,에펙)",(주)울산KH정보교육원,50,1123800,20,35.6,28.0,08_문화 예술 디자인 방송,디자인
973,1467,프론트엔드 디자인(웹디자인&웹퍼블리싱) 1차,(재)부산인재개발원 부산IT교육센터,109,4270440,25,65.0,26.0,08_문화 예술 디자인 방송,디자인
974,1468,[과정평가형] 반응형 앱 & 웹디자인 콘텐츠 제작 B,더조은컴퓨터아트학원,75,3539400,20,74.6,26.0,08_문화 예술 디자인 방송,디자인
975,1469,3D프린터를활용한 제품디자인,중앙직업전문학교,120,4467100,22,69.1,31.0,08_문화 예술 디자인 방송,디자인
976,1470,스마트기기 UI/UX 웹디자인(웹퍼블리셔) B,이젠아카데미,94,3933300,20,66.7,25.0,08_문화 예술 디자인 방송,디자인
977,1472,반응형웹제작실무(프론트앤드),부산더조은직업전문학교,47,1573320,20,43.8,30.0,08_문화 예술 디자인 방송,웹
978,1473,게임 알고리즘 및 엔진 프로그래밍 양성과정,서울게임아카데미부산학원,120,2243160,11,56.9,24.0,08_문화 예술 디자인 방송,게임
979,1474,디지털디자인(멀티미디어웹) 양성,(주)탑디자인학원,42,899040,10,55.4,29.0,08_문화 예술 디자인 방송,디자인
980,1475,(게임콘텐츠제작)스타트업 게임 기획&프로그래밍 전문가 양성과정-1,주식회사경일게임아카데미,109,5420970,30,69.7,25.0,08_문화 예술 디자인 방송,게임
981,1476,Unity 3D 게임 프로그래머 양성과정A,주식회사경일게임아카데미,109,5420970,20,69.7,25.0,08_문화 예술 디자인 방송,게임
982,1480,"UI/UX 웹디자인 실무자 양성과정(웹퍼블리셔,프론트엔드)(혼합훈련)",더조은컴퓨터아카데미,79,3859930,25,61.2,28.0,08_문화 예술 디자인 방송,디자인
983,1481,"UI/UX 웹디자인 실무자 양성(웹퍼블리셔,프론트엔드)",인천더조은컴퓨터아트학원,90,4045680,20,70.2,25.0,08_문화 예술 디자인 방송,디자인
984,1482,"디지털디자인(웹디자이너, 웹퍼블리셔) 양성과정 B",그린컴퓨터아트학원,95,4270440,20,76.9,23.0,08_문화 예술 디자인 방송,디자인
985,1483,웹디자인과 웹퍼블리셔 전문가 양성(디지털디자인)B,연세직업전문학교,96,4270440,20,62.9,28.0,08_문화 예술 디자인 방송,디자인
986,1484,"스마트콘텐츠 디자인&영상편집(프리미어,애펙)",더조은컴퓨터아트학원,50,1246200,20,37.8,32.0,08_문화 예술 디자인 방송,디자인
987,1489,시각디자인GTQ자격취득(일러스트&포토샵),더조은아이티아카데미학원,20,758560,20,32.9,32.0,08_문화 예술 디자인 방송,디자인
988,1490,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,24,674280,20,43.2,,08_문화 예술 디자인 방송,디자인
989,1491,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,30.0,08_문화 예술 디자인 방송,포토샵
990,1492,제품디자인 실무자 양성,(재)호남직업전문학교,126,4186150,24,94.7,30.0,08_문화 예술 디자인 방송,디자인
991,1493,제품디자인 및 3D프린터용 제품제작,(재)한국직업능력교육원(구.열린직업전문학교),87,3820920,25,68.7,29.0,08_문화 예술 디자인 방송,디자인
992,1494,[과정평가형 자격]시각디자인 산업기사 취득과정-B,(재)한국직업능력교육원(구.열린직업전문학교),89,4228000,23,68.7,26.0,08_문화 예술 디자인 방송,디자인
993,1495,(디지털디자인) 스마트 UI/UX 반응형 웹디자인,연희직업전문학교,100,4270440,20,72.5,24.0,08_문화 예술 디자인 방송,디자인
994,1497,"(멀티미디어콘텐츠제작) 영상 (프리미어,에프터이펙트) 크리에이터 과정 5 G",강남 그린컴퓨터아카데미,142,5296350,30,41.4,27.0,08_문화 예술 디자인 방송,영상
995,1498,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정",이젠아카데미,20,561900,20,48.0,28.0,08_문화 예술 디자인 방송,포토샵
996,1499,(시각디자인) [비전공/초보자] 옥외광고/출판편집 디자이너 양성과정,그린컴퓨터아카데미 부천,136,3820920,20,70.5,25.0,08_문화 예술 디자인 방송,디자인
997,1500,"인물,제품,쇼핑몰사진전문가및 사진기능사취득과정",서울사진미디어컴퓨터학원,75,2017050,18,43.4,33.0,08_문화 예술 디자인 방송,문화&예술
998,1501,디지털디자인(웹퍼블리셔/웹디자인)양성,그린컴퓨터아카데미,88,3933300,20,78.8,22.0,08_문화 예술 디자인 방송,디자인
999,1503,"광고콘텐츠영상제작(프리미어,애펙)+유튜브크리에이터",레브아트컴퓨터학원,60,1869300,20,36.4,30.0,08_문화 예술 디자인 방송,영상
1000,1506,[핵심쏙쏙]GTQ 1급 자격증(포토샵+일러스트),신청산컴퓨터학원,20,373860,10,45.2,26.0,08_문화 예술 디자인 방송,포토샵
1001,1508,"(2020 과정평가형)실내건축산업기사 (인테리어 디자인, BIM) [B]",서울현대직업전문학교 디지털구로캠퍼스,98,4711200,24,80.6,30.0,08_문화 예술 디자인 방송,디자인
1002,1510,시각디자인GTQ자격취득(일러스트&포토샵),더조은컴퓨터아트학원,40,899040,20,45.3,26.0,08_문화 예술 디자인 방송,디자인
1003,1511,"시각(영상)편집디자인(프리미어, 애프터이펙트) 입문과정",강남 그린컴퓨터아카데미,49,1067610,20,40.6,27.0,08_문화 예술 디자인 방송,디자인
1004,1513,[과정평가형]웹디자인기능사양성B,(주)대신기술능력개발원,100,3539400,20,58.8,32.0,08_문화 예술 디자인 방송,디자인
1005,1514,[과정평가형]시각디자인산업기사,영진직업전문학교,142,5134000,20,83.6,27.0,08_문화 예술 디자인 방송,디자인
1006,1516,모션그래픽 영상제작 실무자 양성과정,굿잡아카데미컴퓨터아트학원,60,1869300,20,80.0,26.0,08_문화 예술 디자인 방송,영상
1007,1517,유튜브 크리에이팅 영상편집(유투브동영상),서울IT직업전문학교,12,373860,20,27.3,42.0,08_문화 예술 디자인 방송,영상
1008,1518,"만화콘텐츠(홍보웹툰,캐릭터) 제작 실무자 양성과정",서울IT직업전문학교,78,2430090,20,27.3,34.0,08_문화 예술 디자인 방송,웹
1009,1521,"디지털디자인(그래픽,웹디자인) 취업 양성과정",아성직업전문학교,86,3371400,20,81.0,28.0,08_문화 예술 디자인 방송,디자인
1010,1522,영상제작,서울방송아카데미,90,3364740,20,62.5,32.0,08_문화 예술 디자인 방송,영상
1011,1523,[디지털디자인]스마트기기UXUI앱&웹디자인,더조은컴퓨터학원,95,4270440,20,66.2,26.0,08_문화 예술 디자인 방송,디자인
1012,1524,방송영상편집&모션,방송정보국제교육원,122,5495040,28,79.9,25.0,08_문화 예술 디자인 방송,영상
1013,1526,"멀티미디어콘텐츠제작(앱콘텐츠, 영상콘텐츠)",방송정보국제교육원,102,4953640,25,70.9,26.0,08_문화 예술 디자인 방송,영상
1014,1527,웹디자인 양성과정,에스비에스(SBS)아카데미컴퓨터아트학원,51,1629510,10,50.0,24.0,08_문화 예술 디자인 방송,디자인
1015,1528,그래픽디자이너양성(포토샵+일러스트+인디자인+포트폴리오),하우디자인캐드학원,48,1067610,10,43.9,27.0,08_문화 예술 디자인 방송,디자인
1016,1529,ATC캐드마스터 1급 자격증 취득과정,남승화직업전문학교,20,449520,15,50.0,39.0,08_문화 예술 디자인 방송,캐드
1017,1530,3D프린터활용 캐릭터목업제작 양성,비에이치쓰리디(BH3D)조형학원,60,2600000,20,48.3,28.0,08_문화 예술 디자인 방송,3D프린터
1018,1531,그래픽디자인(포토샵+일러스트+인디자인+포트폴리오+그래픽스운용자격증),배움회계캐드컴퓨터학원,55,1123800,10,43.6,23.0,08_문화 예술 디자인 방송,디자인
1019,1533,CAD 캐드실무능력평가(CAT) 2급 자격증,남승화직업전문학교,25,561900,15,50.0,24.0,08_문화 예술 디자인 방송,CAD
1020,1534,"영상편집디자인 콘텐츠제작(프리미어,에프터이펙트)양성",인천구월그린컴퓨터아트학원,28,1123800,20,43.2,25.0,08_문화 예술 디자인 방송,디자인
1021,1536,"유튜브(YouTube)디지털 영상편집(모션그래픽,프리미어,에펙)양성과정",그린컴퓨터아카데미 부산,58,1629510,20,54.5,27.0,08_문화 예술 디자인 방송,영상
1022,1538,컴퓨터그래픽스운용기능사 취득 (실기),남승화직업전문학교,25,561900,15,50.0,32.0,08_문화 예술 디자인 방송,그래픽
1023,1539,"(일반고특화)멀티미디어콘텐츠(스마트앱,웹영상)제작양성(웹디자인기능사)",고려IT직업전문학교,87,4034440,25,75.0,17.0,08_문화 예술 디자인 방송,디자인
1024,1540,"멀티미디어콘텐츠(촬영, 영상편집, 모션그래픽, UI/UX 디자인)제작 양성 D1",(재)한국아이티교육재단 한국IT아카데미 구로,108,5296350,20,69.5,27.0,08_문화 예술 디자인 방송,디자인
1025,1541,"시각디자인-그래픽디자이너(포토샵, 일러스트레이터) 양성과정",그린컴퓨터아트학원,55,921510,20,47.4,25.0,08_문화 예술 디자인 방송,디자인
1026,1543,"웹디자인(웹퍼블리셔)양성과정(포토,일러,Html5,CSS)",부산더조은직업전문학교,40,1123800,20,43.8,27.0,08_문화 예술 디자인 방송,디자인
1027,1544,게임 3D그래픽 디자이너 양성과정,서울게임아카데미부산학원,120,2243160,11,56.9,24.0,08_문화 예술 디자인 방송,디자이너
1028,1545,게임 그래픽 디자인 제작 전문가 양성과정,서울게임아트학원,210,3925530,20,50.0,26.0,08_문화 예술 디자인 방송,디자인
1029,1547,시각편집(포토샵+일러스트+인디자인)GTQ그래픽기술자격증 취득과정,노원 그린컴퓨터아카데미,32,899040,20,53.8,27.0,08_문화 예술 디자인 방송,디자인
1030,1548,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,33.0,08_문화 예술 디자인 방송,포토샵
1031,1549,"(시각디자인-GTQ취득)(포토샵1급,일러스트1급)그래픽디자인",신영진컴퓨터학원,27,455130,10,49.0,26.0,08_문화 예술 디자인 방송,디자인
1032,1550,"영상편집(프리미어, 애펙) 디자인 제작",더조은아카데미,68,1517130,20,41.2,35.0,08_문화 예술 디자인 방송,디자인
1033,1551,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,35.0,08_문화 예술 디자인 방송,일러스트
1034,1554,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,43.0,08_문화 예술 디자인 방송,인포그래픽
1035,1557,"[원격+집체훈련] 영상 모션 편집(포토샵, 프리미어, 애프터이펙트)",(사)한국디지털컨버전스협회,62,715770,30,41.0,,08_문화 예술 디자인 방송,포토샵
1036,1563,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,34.0,08_문화 예술 디자인 방송,포토샵
1037,1566,[탑강] UX디자인 7가지 비밀,한국이러닝협회,40,149770,500,25.0,40.0,08_문화 예술 디자인 방송,디자인
1038,1568,"[플립드러닝] 디지털디자인(웹디자이너, 웹퍼블리셔)과정",그린컴퓨터아트학원,84,4270440,20,77.3,23.0,08_문화 예술 디자인 방송,디자인
1039,1569,인테리어환경설계디자인(CAD/MAX/건축제도/리터칭/V-Ray/포토샵),새동아직업전문학교,80,2697120,20,56.3,35.0,08_문화 예술 디자인 방송,디자인
1040,1570,"디자인실무&그래픽스자격증(포토샵,일러스트,인디자인)&포트폴리오",셈틀회계캐드그래픽컴퓨터학원,30,842850,15,80.0,24.0,08_문화 예술 디자인 방송,디자인
1041,1571,[핵심쏙쏙]GTQ 1급 자격증(포토샵+일러스트),신청산컴퓨터학원,20,373860,10,45.2,25.0,08_문화 예술 디자인 방송,포토샵
1042,1572,편집(시각)디자인(포토샵+일러스트+GTQ자격증)과정,그린컴퓨터아카데미 신촌,44,1067610,20,53.7,27.0,08_문화 예술 디자인 방송,디자인
1043,1575,"[플립드러닝]멀티미디어콘텐츠제작(영상, 프리미어, 에펙, C4D)구직자과정",그린컴퓨터아카데미 신촌,93,5171730,23,70.5,26.0,08_문화 예술 디자인 방송,영상
1044,1576,광고콘텐츠제작,방송정보국제교육원,117,5732520,30,70.9,26.0,08_문화 예술 디자인 방송,콘텐츠
1045,1577,반응형 UI/UX디자인(웹퍼블리셔),더조은아카데미,100,3933300,20,60.3,25.0,08_문화 예술 디자인 방송,디자인
1046,1578,"영상편집(포토,일러,프리미어,에펙,시네마4D)",윤성회계캐드컴퓨터학원,40,1123800,10,40.5,,08_문화 예술 디자인 방송,영상
1047,1580,게임프로그래밍개발자 양성(유니티3D) B,더조은컴퓨터아카데미,105,5234040,20,48.8,26.0,08_문화 예술 디자인 방송,게임
1048,1582,"유튜브 영상편집실무양성 애프터이펙트(After Effect),프리미어(Premiere)",그린컴퓨터아카데미 신촌,76,1869300,20,50.2,33.0,08_문화 예술 디자인 방송,영상
1049,1583,디지털 웹디자인 구직자 양성,(주)미래인재개발원,107,4214250,24,23.1,33.0,08_문화 예술 디자인 방송,디자인
