,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS,과정,지역1,지역2
7134,한식조리기능사 취득과정(이론+실기),음식나라조리학원,25,759500,15,50.7,50.0,13_음식서비스,한식조리기능사,,
7135,한식조리양식조리기능사 취득 (이론+실기),경남요리제과제빵커피학원,46,1397480,18,50.0,38.0,13_음식서비스,한식조리기능사,,
7136,한식조리기능사 자격증취득(이론과실기),민광숙요리학원,30,911400,16,42.3,54.0,13_음식서비스,한식조리기능사,,
7137,중식조리기능사 및 일식조리기능사 취득과정(이론 및 실기),에듀셰프요리직업전문학교,32,850640,12,46.1,47.0,13_음식서비스,중식조리기능사,,
7138,바리스타2급 자격증 취득 및 기초실무,궁전요리제빵직업전문학교,25,769600,18,46.8,33.0,13_음식서비스,바리스타,,
7139,한식 및 양식조리기능사 자격취득 (이론+실기),경남요리제과직업전문학교,48,1458240,20,55.3,45.0,13_음식서비스,한식조리기능사,,
7140,한식자격증실기취득 및 반찬조리실무과정,(주)한솔외식창업아카데미,35,1063300,18,36.6,50.0,13_음식서비스,한식조리기능사,,
7141,카페바리스타2급자격증&라떼아트과정,춘경요리커피직업전문학교,30,923520,10,36.9,30.0,13_음식서비스,바리스타,,
7142,양식조리기능사 자격증 취득과정(이론+실기) 및 브런치 실무과정,대전음식나라조리제과제빵학원,40,1063300,16,32.1,39.0,13_음식서비스,양식조리기능사,,
7143,한식조리기능사 자격증취득(필기+실기),주식회사 퍼스트아카데미,28,835450,15,47.5,43.0,13_음식서비스,한식조리기능사,,
7144,중식조리기능사취득과정 실기,예미요리직업전문학원,24,546840,10,33.3,42.0,13_음식서비스,중식조리기능사,,
7145,중식조리기능사실기 및 취업실전메뉴,한솔요리아카데미 강동,22,718360,10,48.1,46.0,13_음식서비스,중식조리기능사,,
7146,카페메뉴(커피+티) 과정,경남커피교육학원,27,655680,14,46.9,43.0,13_음식서비스,바리스타,,
7147,바리스타 자격증 취득 및 양성반,(주)강원인재개발원,20,769600,16,55.8,48.0,13_음식서비스,바리스타,,
7148,양식조리기능사 자격취득과정(이론/실기),한국제일요리커피학원,27,820260,18,46.4,42.0,13_음식서비스,양식조리기능사,,
7149,바리스타중급(바리스타1급+커피기계수리)양성과정,성북커피학원,28,861950,15,44.2,43.0,13_음식서비스,바리스타,,
7150,한식조리기능사 취득(이론+실기),다인요리전문학원,26,789880,8,47.3,44.0,13_음식서비스,한식조리기능사,,
7151,양식자격증취득과정(필기+실기),한솔요리아카데미 강동,22,718360,20,48.1,46.0,13_음식서비스,양식조리기능사,,
7152,"커피 바리스타 테크니컬 실무 과정 (라떼아트, 로스팅)",궁전요리제빵직업전문학교,35,1069740,18,46.8,42.0,13_음식서비스,바리스타,,
7153,바리스타 2급 취득 및 카페메뉴 실무 과정,NEW국제직업전문학교,33,992780,12,37.9,36.0,13_음식서비스,바리스타,,
7154,한식조리기능사 취득(이론&실기),한선생직업전문학교,32,729120,16,53.4,43.0,13_음식서비스,한식조리기능사,,
7155,커피바리스타2급,음식나라조리학원,22,680000,9,47.4,40.0,13_음식서비스,바리스타,,
7156,커피관리 로스팅&커핑과정,커피문화원직업전문학교,27,831160,16,47.1,37.0,13_음식서비스,바리스타,,
7157,바리스타입문(바리스타2급+홈카페마스터)양성과정,성북커피학원,24,738810,18,44.2,36.0,13_음식서비스,바리스타,,
7158,어린이집 조리사 양성과정(한식조리기능사 취득+급식조리 실무),안양여성인력개발센터,28,998580,16,44.8,49.0,13_음식서비스,한식조리기능사,,
7159,브런치까페 실무자양성(커피+양식브런치메뉴),퍼스트요리아카데미건대점학원,58,1770080,12,49.3,37.0,13_음식서비스,바리스타,,
7160,한식조리기능사 자격취득 과정(이론+실기),광양요리제과직업전문학교,36,820260,16,50.0,45.0,13_음식서비스,한식조리기능사,,
7161,"일식,복어조리기능사 자격증 취득과정(이론+실기)",국제평생교육원,33,987350,16,46.5,50.0,13_음식서비스,일식조리기능사,,
7162,한식조리기능사취득,이영자요리학원,30,835450,20,46.2,41.0,13_음식서비스,한식조리기능사,,
7163,중식조리기능사 자격 취득 과정(이론+실기),김해영지요리직업전문학교,27,607600,15,50.0,41.0,13_음식서비스,중식조리기능사,,
7164,반찬조리전문가(민간)자격증취득과정,전통외식조리직업전문학교,24,911400,18,61.5,49.0,13_음식서비스,반찬조리전문가,,
7165,바리스타입문과정(바리스타2급자격증취득),카페바리스타아카데미학원,24,738810,10,51.7,30.0,13_음식서비스,바리스타,,
7166,바리스타2급자격증 취득과정,경희커피바리스타제과직업전문학원,25,761900,20,41.7,39.0,13_음식서비스,바리스타,,
7167,한식조리기능사 자격 취득과정(이론+실기),군산명문요리직업전문학교,35,797470,16,59.3,38.0,13_음식서비스,한식조리기능사,,
7168,한식조리기능사 취득과정(이론+실기),한양요리제빵직업전문학교,35,797470,16,57.6,44.0,13_음식서비스,한식조리기능사,,
7169,커피 바리스타 실무자 양성과정(바리스타 2급),코코커피바리스타학원,33,1000480,16,51.9,43.0,13_음식서비스,바리스타,,
7170,커피지도사 2급 자격취득과정,정지연 바리스타학원,20,615680,10,42.1,31.0,13_음식서비스,바리스타,,
7171,반찬조리실무취업과정,(주)한국외식조리직업전문학교,50,1139250,20,66.8,48.0,13_음식서비스,반찬조리전문가,,
7172,중식조리기능사(이론+실기),전윤숙조리직업전문학교,30,683550,7,54.9,50.0,13_음식서비스,중식조리기능사,,
7173,커피 바리스타 1급 양성과정(바리스타 1급 + 라떼아트),존스커피바리스타학원,24,738810,12,37.2,39.0,13_음식서비스,바리스타,,
7174,한식조리기능사자격취득과정,(주)한국외식조리직업전문학교,37,835450,26,66.8,41.0,13_음식서비스,한식조리기능사,,
7175,커피 바리스타 향상과정(라떼아트/카페음료/브루잉),한국제일요리커피학원,30,923520,10,36.8,31.0,13_음식서비스,바리스타,,
7176,한식조리기능사취득,광산음식나라조리학원,29,759500,16,35.6,41.0,13_음식서비스,한식조리기능사,,
7177,일식조리기능사 취득 과정,김해영지요리직업전문학교,34,759500,15,50.0,42.0,13_음식서비스,일식조리기능사,,
7178,한식조리기능사자격취득과정,(주)씨아이케이한국외식조리직업전문학교(CIK),37,835450,24,60.6,47.0,13_음식서비스,한식조리기능사,,
7179,양식 조리실무(이탈리안 레스토랑 취업과정),한솔요리커피제과제빵아카데미,27,607600,16,50.6,35.0,13_음식서비스,양식조리기능사,,
7180,커피 바리스타2급 취득과정,존스커피바리스타학원,22,677240,12,37.2,29.0,13_음식서비스,바리스타,,
7181,(2020년 과정평가형 자격)한식조리산업기사 자격취득과정,서울현대직업전문학교 디지털구로캠퍼스,80,4898400,20,68.2,30.0,13_음식서비스,한식조리기능사,,
7182,커피 바리스타 자격증 취득과정,The국제직업전문학교,38,1154400,15,35.6,35.0,13_음식서비스,바리스타,,
7183,한식조리기능사 자격증(이론+실기) 및 단체급식 실무과정,대전음식나라조리제과제빵학원,43,1154440,16,32.1,42.0,13_음식서비스,한식조리기능사,,
7184,양식조리기능사(이론+실기)취득과정,에듀셰프요리제과제빵교육원,23,698740,18,50.5,38.0,13_음식서비스,양식조리기능사,,
7185,커피바리스타 1급 자격증 취득과정,간석마스터커피학원,33,761900,12,75.0,33.0,13_음식서비스,바리스타,,
7186,"디저트카페 바리스타 실무 및 자격과정(2급, 제과디저트)",광주국제직업전문학교,51,1546890,12,30.7,31.0,13_음식서비스,바리스타,,
7187,커피바리스타 2급자격취득과 실무자 양성과정,둔산음식나라조리제과커피학원,50,1539000,16,38.2,31.0,13_음식서비스,바리스타,,
7188,양식조리기능사 취득과정(이론+실기) 및 브런치조리 실무 양성과정,음식나라조리학원,27,820260,12,50.7,,13_음식서비스,양식조리기능사,,
7189,반찬조리실무취업과정,(주)씨아이케이한국외식조리직업전문학교(CIK),50,1139250,20,60.6,47.0,13_음식서비스,반찬조리전문가,,
7190,바리스타 자격증 취득과정(1급2급 이론+실기),제천제빵커피학원,37,1199000,18,79.1,38.0,13_음식서비스,바리스타,,
7191,한식조리기능사자격증 취득(이론+실기),동아요리커피학원,40,1215200,14,25.0,63.0,13_음식서비스,한식조리기능사,,
7192,한식조리기능사 자격증 실기취득과정,하나요리학원,34,668360,14,51.4,42.0,13_음식서비스,한식조리기능사,,
7193,바리스타양성,제너럴커피학원,20,615680,12,48.3,38.0,13_음식서비스,바리스타,,
7194,"양식&중식조리기능사 자격증과정(필기,실기)",목포국제직업전문학교,45,1367100,20,29.4,49.0,13_음식서비스,양식조리기능사,,
7195,바리스타 양성과정(바리스타2급),창원커피맵(M.A.P.)아카데미학원,44,1015870,12,31.3,36.0,13_음식서비스,바리스타,,
7196,한식조리기능사 취득과정(이론+실기),음식나라조리학원,25,759500,15,50.7,47.0,13_음식서비스,한식조리기능사,,
7197,양식조리기능사(필기+실기) 자격취득,광주국제직업전문학교,26,774690,15,70.4,41.0,13_음식서비스,양식조리기능사,,
7198,한식조리기능사(이론+실기),전윤숙조리직업전문학교,54,1215200,12,54.9,46.0,13_음식서비스,한식조리기능사,,
7199,바리스타 양성과정(2급바리스타),통영수석커피교육학원,19,838860,12,30.4,41.0,13_음식서비스,바리스타,,
7200,NCS한식조리기능사취득,시흥여성인력개발센터,23,762580,12,57.7,49.0,13_음식서비스,한식조리기능사,,
7201,(이론+실기) 한식조리기능사 자격취득,뉴영남요리제과제빵아카데미,40,1139250,10,52.4,51.0,13_음식서비스,한식조리기능사,,
7202,커피 바리스타2급 취득과정,존스커피바리스타학원,22,677240,12,37.2,26.0,13_음식서비스,바리스타,,
7203,바리스타 양성 및 자격증 취득과정,군산명문요리직업전문학교,40,915820,12,53.4,38.0,13_음식서비스,바리스타,,
7204,바리스타2급자격증취득,(주)한국외식조리직업전문학교,33,769600,20,54.6,32.0,13_음식서비스,바리스타,,
7205,중식조리기능사취득과정(이론+실기),음식나라조리학원,24,607600,10,50.7,,13_음식서비스,중식조리기능사,,
7206,양식.중식조리기능사 취득(이론&실기),한선생직업전문학교,36,820260,16,53.4,36.0,13_음식서비스,양식조리기능사,,
7207,커피바리스타 취업실무과정,부산씨엔티바리스타학원,35,1077440,20,32.9,31.0,13_음식서비스,바리스타,,
7208,일식조리기능사실기자격증대비반,한라조리직업전문학원,15,470890,15,45.6,39.0,13_음식서비스,일식조리기능사,,
7209,"조리기능사자격취득(한식,양식,중식)2",궁전요리제빵미용직업전문학교,51,1503810,13,66.1,41.0,13_음식서비스,한식조리기능사,,
7210,양식조리기능사(실기),신선생요리전문학원,25,569620,12,50.0,34.0,13_음식서비스,양식조리기능사,,
7211,커피관리(바리스타) 양성과정,행복한커피앤요리학원,42,1292920,18,28.2,35.0,13_음식서비스,바리스타,,
7212,양식조리기능사 자격증 취득과정(이론+실기),국제평생교육원,28,835450,16,46.5,31.0,13_음식서비스,양식조리기능사,,
7213,"한식,일식,중식자격증 실기취득반",한솔제과제빵커피바리스타학원,50,1559000,20,43.8,41.0,13_음식서비스,한식조리기능사,,
7214,한식조리기능사 자격 취득 과정(이론+실기),윤성신요리전문학원,35,797470,12,62.5,45.0,13_음식서비스,한식조리기능사,,
7215,"커피 바리스타 전문가 양성과정(로스팅,추출심화,라떼아트)",코코커피바리스타학원,25,769600,12,51.9,50.0,13_음식서비스,바리스타,,
7216,한식조리기능사 자격 취득과정(이론+실기),수완직업전문학교,22,835450,18,38.9,43.0,13_음식서비스,한식조리기능사,,
7217,커피바리스타 입문과정 (2급자격증),커피인바리스타학원,25,769600,12,42.9,33.0,13_음식서비스,바리스타,,
7218,(일반고) 한식 및 양식 조리기능사 자격 취득과정(A),국제조리직업전문학원,199,8562900,20,34.5,17.0,13_음식서비스,한식조리기능사,,
7219,한식조리기능사자격취득과정,통영조리직업전문학교,51,1154440,26,56.9,41.0,13_음식서비스,한식조리기능사,,
7220,커피바리스타 입문과정 (2급자격증),커피인바리스타학원,33,769600,12,42.9,43.0,13_음식서비스,바리스타,,
7221,일식조리기능사실기자격증대비반,한라조리직업전문학원,18,470890,15,45.6,48.0,13_음식서비스,일식조리기능사,,
7222,양식/중식조리기능사 자격취득과정(이론/실기),한국제일요리커피학원,42,1275960,18,46.4,40.0,13_음식서비스,양식조리기능사,,
7223,한식조리기능사자격 취득과정(이론+실기),조해성요리학원,27,820260,16,51.0,43.0,13_음식서비스,한식조리기능사,,
7224,커피바리스타 2급자격증 취득과정,커피인바리스타학원,15,461760,12,42.9,35.0,13_음식서비스,바리스타,,
